ID;name;number_species;number_reactions;number_SORs;number_SOR_O;number_SOR_DO_only;number_DO;number_Os;max_MRC;comp2;comp3;comp4;comp5;comp6;timer_MRC;reaction_orders;Timer_ERC;Timer_LP;Timer_LP_DO1;number_constr;time_complete
BIOMD0000000289.xml;Alexander2010_Tcell_Regulation_Sys1;5;12;1;1;0;1;1;0;0;0;0;0;0;0;[4, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;45;0,010984659
BIOMD0000000290.xml;Alexander2010_Tcell_Regulation_Sys2;5;12;1;1;0;1;1;0;0;0;0;0;0;0;[4, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,001999855;45;0,009999514
BIOMD0000000291.xml;Nikolaev2005_AlbuminBilirubinAdsorption;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000292.xml;Rovers1995_Photsynthetic_Oscillations;6;4;2;2;0;17;12;0;0;0;0;0;0;0;[0, 2, 1, 1, 0, 0, 0, 0, 0];0;0,003999949;0,004999876;17;0,014639378
BIOMD0000000293.xml;Proctor2010 - UCHL1 Protein Aggregation;136;316;2;2;0;50000;0;0;0;0;0;0;0;0,000125885;[0, 98, 217, 1, 0, 0, 0, 0, 0];0,078125;0,014999866;86,93899989;1396;257,8047144
BIOMD0000000294.xml;Restif2007 - Vaccination invasion;11;26;1;1;0;2;2;0;0;0;0;0;0;0;[2, 24, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003999949;113;0,018999815
BIOMD0000000295.xml;Akman2008_Circadian_Clock_Model1;5;10;1;1;0;1;1;0;0;0;0;0;0;0;[3, 7, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,001999855;40;0,011122942
BIOMD0000000296.xml;Balagaddé2008_E_coli_Predator_Prey;7;8;1;1;0;4;4;0;0;0;0;0;0;0;[0, 8, 0, 0, 0, 0, 0, 0, 0];0;0,001999855;0,003999949;32;0,010000706
BIOMD0000000297.xml;Ciliberto2003_Morphogenesis_Checkpoint;19;51;2;1;1;2;1;2;1;0;0;0;0;0,002995014;[13, 36, 2, 0, 0, 0, 0, 0, 0];0;0,006000042;0,003999949;198;0,030319452
BIOMD0000000298.xml;Leloup1999_CircadianRhythms_Drosophila;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000299.xml;Leloup1999_CircadianRhythms_Neurospora;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000300.xml;Schmierer2010_FIH_Ankyrins;16;10;1;1;0;8192;8192;0;0;0;0;0;0;0;[3, 7, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,207000017;50;1,844869614
BIOMD0000000301.xml;Friedland2009_Ara_RTC3_counter;8;15;1;1;0;1;1;0;0;0;0;0;0;0;[7, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;59;0,012405396
BIOMD0000000302.xml;Wang1996_Synaptic_Inhibition_Two_Neuron;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000303.xml;Liu2011_Complement_System;42;68;270;37;233;50000;1156;15;139;82;12;0;0;0,47669363;[0, 44, 24, 0, 0, 0, 0, 0, 0];0;0,00999999;13,09299994;289;55,04375863
BIOMD0000000304.xml;Plant1981_BurstingNerveCells;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000305.xml;Kolomeisky2003_MyosinV_Processivity;9;4;1;1;0;256;192;0;0;0;0;0;0;0;[0, 2, 2, 0, 0, 0, 0, 0, 0];0;0,001999855;0,006000042;22;0,034429073
BIOMD0000000306.xml;Tyson2003_Activator_Inhibitor;5;8;2;2;0;4;4;0;0;0;0;0;0;0;[3, 5, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;33;0,012988806
BIOMD0000000307.xml;Tyson2003_Substrate_Depletion_Osc;5;5;2;2;0;4;4;0;0;0;0;0;0;0;[1, 4, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;21;0,010689735
BIOMD0000000308.xml;Tyson2003_NegFB_Oscillator;6;6;4;4;0;8;8;0;0;0;0;0;0;0;[1, 5, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;25;0,012809277
BIOMD0000000309.xml;Tyson2003_NegFB_Homeostasis;4;4;2;2;0;4;4;0;0;0;0;0;0;0;[1, 3, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;17;0,011692286
BIOMD0000000310.xml;Tyson2003_Mutual_Inhibition;4;6;2;2;0;4;4;0;0;0;0;0;0;0;[2, 4, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;25;0,012802601
BIOMD0000000311.xml;Tyson2003_Mutual_Activation;4;5;2;2;0;4;4;0;0;0;0;0;0;0;[2, 3, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;21;0,011000395
BIOMD0000000312.xml;Tyson2003_Perfect_Adaption;3;4;1;1;0;2;2;0;0;0;0;0;0;0;[2, 2, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004000187;17;0,010099649
BIOMD0000000313.xml;Raia2010 - IL13 Signalling MedB1;16;16;4;4;0;32;32;0;0;0;0;0;0;0;[3, 13, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003999949;64;0,023328304
BIOMD0000000314.xml;Raia2011 - IL13 L1236;12;12;4;4;0;16;16;0;0;0;0;0;0;0;[1, 11, 0, 0, 0, 0, 0, 0, 0];0;0,003999949;0,004999876;48;0,01700139
BIOMD0000000315.xml;Montagne2011_Oligator_optimised;20;45;9;9;0;35;16;0;0;0;0;0;0;0;[0, 28, 17, 0, 0, 0, 0, 0, 0];0;0,006999969;0,005999804;175;0,052973747
BIOMD0000000316.xml;Shen-Orr2002_FeedForward_AND_gate;3;4;1;1;0;2;2;0;0;0;0;0;0;0;[2, 2, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,004000187;17;0,010002375
BIOMD0000000317.xml;Shen-Orr2002_Single_Input_Module;4;6;1;1;0;2;2;0;0;0;0;0;0;0;[3, 3, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;25;0,010128975
BIOMD0000000318.xml;Yao2008_Rb_E2F_Switch;7;17;2;1;1;2;1;2;1;0;0;0;0;0,002999067;[6, 10, 1, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003000021;67;0,016604662
BIOMD0000000319.xml;Decroly1982_Enzymatic_Oscillator;3;4;0;0;0;0;0;0;0;0;0;0;0;0;[1, 3, 0, 0, 0, 0, 0, 0, 0];0;0,000999928;0;16;0,006006002
BIOMD0000000320.xml;Grange2001 - PK interaction of L-dopa and benserazide;9;16;1;1;0;1;1;0;0;0;0;0;0;0;[0, 16, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,000999928;61;0,009473324
BIOMD0000000321.xml;Grange2001 - L Dopa PK model;3;6;1;1;0;1;1;0;0;0;0;0;0;0;[0, 6, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,002000093;22;0,008005619
BIOMD0000000322.xml;Kim2011_Oscillator_SimpleI;4;9;2;2;0;2;2;0;0;0;0;0;0;0;[0, 9, 0, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003999949;34;0,013528585
BIOMD0000000323.xml;Kim2011_Oscillator_SimpleIII;3;6;2;2;0;2;2;0;0;0;0;0;0;0;[0, 6, 0, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003000021;23;0,012717962
BIOMD0000000324.xml;Morris1981_MuscleFibre_Voltage_full;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000325.xml;Palini2011_Minimal_2_Feedback_Model;6;12;1;1;0;2;1;0;0;0;0;0;0;0;[2, 8, 2, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;48;0,012489796
BIOMD0000000326.xml;DellOrco2009_phototransduction;71;123;16460;14;16446;35648;160;15;1070;15376;0;0;0;163,6139412;[2, 95, 26, 0, 0, 0, 0, 0, 0];0;1,009000063;5,277999878;551;239,5073764
BIOMD0000000327.xml;Whitcomb2004_Bicarbonate_Pancreas;8;19;9;3;6;8;3;3;6;0;0;0;0;0,010006905;[3, 10, 6, 0, 0, 0, 0, 0, 0];0;0,005000114;0,004999876;84;0,034219503
BIOMD0000000328.xml;Bucher2011_Atorvastatin_Metabolism;18;29;1;1;0;64;64;0;0;0;0;0;0;0;[0, 29, 0, 0, 0, 0, 0, 0, 0];0;0,006000042;0,006000042;116;0,050861597
BIOMD0000000329.xml;Kummer2000 - Oscillations in Calcium Signalling;3;8;1;1;0;1;1;0;0;0;0;0;0;0;[4, 4, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;32;0,008998156
BIOMD0000000330.xml;Larsen2004_CalciumSpiking;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000331.xml;Larsen2004_CalciumSpiking_EnzymeBinding;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000332.xml;Bungay2006_Plasma;78;69;1;1;0;50000;0;0;0;0;0;0;0;0;[0, 19, 50, 0, 0, 0, 0, 0, 0];0;0,000999928;65,35700011;237;116,9809048
BIOMD0000000333.xml;Bungay2006_FollicularFluid;54;45;1;1;0;50000;0;0;0;0;0;0;0;0;[0, 11, 34, 0, 0, 0, 0, 0, 0];0;0,001999855;46,63500023;157;81,21131587
BIOMD0000000334.xml;Bungay2003_Thrombin_Generation;74;66;1;1;0;50000;0;0;0;0;0;0;0;0;[0, 19, 47, 0, 0, 0, 0, 0, 0];0;0,002000093;56,56699991;227;105,5160854
BIOMD0000000335.xml;Hockin2002_BloodCoagulation;34;43;84;30;54;50000;0;6;39;15;0;0;0;0,088062525;[0, 18, 25, 0, 0, 0, 0, 0, 0];0;0,006999969;23,16300011;168;52,25626969
BIOMD0000000336.xml;Jones1994_BloodCoagulation;18;26;2;2;0;5120;510;0;0;0;0;0;0;0;[0, 11, 15, 0, 0, 0, 0, 0, 0];0;0,003999949;0,09100008;94;1,70331645
BIOMD0000000337.xml;Pfeiffer2001_ATP-ProducingPathways_CooperationCompetition;3;10;1;1;0;1;1;0;0;0;0;0;0;0;[3, 7, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,002000093;40;0,010374069
BIOMD0000000338.xml;Wajima2009_BloodCoagulation_aPTTtest;54;116;32;1;31;256;8;16;31;0;0;0;0;0,192974091;[17, 88, 11, 0, 0, 0, 0, 0, 0];0,03125;0,005999804;0,008000135;448;0,637107849
BIOMD0000000339.xml;Wajima2009_BloodCoagulation_PTtest;54;116;32;1;31;256;8;16;31;0;0;0;0;0,196040154;[17, 88, 11, 0, 0, 0, 0, 0, 0];0;0,006000042;0,007999897;448;0,637352467
BIOMD0000000340.xml;Wajima2009_BloodCoagulation_warfarin_heparin;54;117;256;1;255;2048;8;16;255;0;0;0;0;1,821726084;[18, 88, 11, 0, 0, 0, 0, 0, 0];0;0,00999999;0,037999868;453;5,096693516
BIOMD0000000341.xml;Topp2000_BetaCellMass_Diabetes;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000342.xml;Zi2011_TGF-beta_Pathway;21;34;10;8;2;20;16;2;2;0;0;0;0;0,004002571;[0, 31, 2, 1, 0, 0, 0, 0, 0];0;0,005000114;0,004999876;139;0,036549807
BIOMD0000000343.xml;Brannmark2010_InsulinSignalling_Mifamodel;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000344.xml;Proctor2011_ProteinHomeostasis_NormalCondition;54;80;50000;459;49541;12137;6;24;19439;21341;3934;0;0;timeout;[0, 34, 46, 0, 0, 0, 0, 0, 0];0;15,09700012;33,91799998;338;308,2643964
BIOMD0000000345.xml;Koschorreck2008_InsulinClearance;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000346.xml;FitzHugh1961_NerveMembrane;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000347.xml;Bachmann2011_JAK2-STAT5_FeedbackControl;26;38;8;8;0;16;16;0;0;0;0;0;0;0,000499964;[6, 32, 0, 0, 0, 0, 0, 0, 0];0;0,006000042;0,003999949;;0,033236027
BIOMD0000000348.xml;Fridlyand2010_GlucoseSensitivity_A;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000349.xml;Fridlyand2010_GlucoseSensitivity_B;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000350.xml;Troein2011_ClockCircuit_OstreococcusTauri;14;30;1;1;0;1;1;0;0;0;0;0;0;0;[12, 18, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;;0,015597105
BIOMD0000000351.xml;Vernoux2011_AuxinSignaling_AuxinSingleStepInput;6;13;2;1;1;4;2;2;1;0;0;0;0;0,001999378;[3, 8, 2, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003999949;;0,015647173
BIOMD0000000352.xml;Vernoux2011_AuxinSignaling_AuxinFluctuating;6;13;2;1;1;4;2;2;1;0;0;0;0;0,002001047;[3, 8, 2, 0, 0, 0, 0, 0, 0];0;0,004000187;0,003999949;;0,016644716
BIOMD0000000353.xml;Nag2011_ChloroplasticStarchDegradation;28;14;8;7;1;20404;2590;5;1;0;0;0;0;0,002001524;[0, 7, 6, 1, 0, 0, 0, 0, 0];0;0,004999876;26,47399998;;41,36345625
BIOMD0000000354.xml;Abell2011_CalciumSignaling_WithoutAdaptation;6;11;1;1;0;2;2;0;0;0;0;0;0;0;[3, 8, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;;0,012001038
BIOMD0000000355.xml;Abell2011_CalciumSignaling_WithAdaptation;9;17;1;1;0;2;2;0;0;0;0;0;0;0;[6, 11, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;;0,013001919
BIOMD0000000356.xml;Nyman2011_M3Hierarachical_InsulinGlucosedynamics;32;64;512;512;0;512;512;0;0;0;0;0;0;0,018692493;[0, 64, 0, 0, 0, 0, 0, 0, 0];0,015625;0,013999939;0,013999939;;0,68017292
BIOMD0000000357.xml;Lee2010_ThrombinActivation_OneForm_reduced;9;12;1;1;0;32;18;0;0;0;0;0;0;0;[0, 8, 4, 0, 0, 0, 0, 0, 0];0;0,005000114;0,005000114;;0,021698952
BIOMD0000000358.xml;Stortelder1997 - Thrombin Generation Amidolytic Activity;12;9;1;1;0;64;64;0;0;0;0;0;0;0;[0, 8, 0, 1, 0, 0, 0, 0, 0];0;0,000999928;0,003999949;;0,019487858
BIOMD0000000359.xml;Panteleev2002_TFPImechanism_schmema3;9;15;5;4;1;28;12;3;1;0;0;0;0;0,001000643;[0, 8, 7, 0, 0, 0, 0, 0, 0];0;0,005000114;0,003999949;;0,023650885
BIOMD0000000360.xml;Panteleev2002_TFPImechanism_schmema2;9;15;5;4;1;28;12;3;1;0;0;0;0;0,001997709;[0, 9, 6, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003999949;;0,024419546
BIOMD0000000361.xml;Panteleev2002_TFPImechanism_schmema1;8;9;5;4;1;28;12;3;1;0;0;0;0;0,001000643;[0, 5, 4, 0, 0, 0, 0, 0, 0];0;0,003999949;0,005000114;;0,019615412
BIOMD0000000362.xml;Butenas2004_BloodCoagulation;34;45;84;30;54;50000;0;6;39;15;0;0;0;0,089028358;[0, 18, 27, 0, 0, 0, 0, 0, 0];0;0,005000114;23,30800009;;53,20002627
BIOMD0000000363.xml;Lee2010_ThrombinActivation_OneForm_minimal;4;4;1;1;0;2;2;0;0;0;0;0;0;0;[0, 4, 0, 0, 0, 0, 0, 0, 0];0;0,000999928;0,006000042;;0,01099062
BIOMD0000000364.xml;Lee2010_ThrombinActivation_OneForm;14;22;1;1;0;64;36;0;0;0;0;0;0;0;[0, 16, 6, 0, 0, 0, 0, 0, 0];0;0,005000114;0,008000135;;0,038310289
BIOMD0000000365.xml;Hockin1999_BloodCoagulation_VaInactivation;30;57;576;132;444;50000;60;5;444;0;0;0;0;0,873361349;[0, 33, 24, 0, 0, 0, 0, 0, 0];0;0,016000032;11,66499996;;45,54461145
BIOMD0000000366.xml;Orfao2008_ThrombinGeneration_AmidolyticActivity;12;9;1;1;0;64;64;0;0;0;0;0;0;0;[0, 8, 0, 1, 0, 0, 0, 0, 0];0;0,000999928;0,004000187;;0,019500017
BIOMD0000000367.xml;Muller2008_treshold_minimal;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000368.xml;Beltrami1995_ThrombinGeneration_C;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000369.xml;Beltrami1995_ThrombinGeneration_D;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000370.xml;Vinod2011_MitoticExit;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000371.xml;DeVries2000_PancreaticBetaCells_InsulinSecretion;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000372.xml;Tolic2000_InsulinGlucoseFeedback;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000373.xml;Bertram2004_PancreaticBetaCell_modelB;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000374.xml;Bertram1995_PancreaticBetaCell_CRAC;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000375.xml;Mears1997_CRAC_PancreaticBetaCells;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000376.xml;Bertram2007_IsletCell_Oscillations;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000377.xml;Bertram2000_PancreaticBetaCells_Oscillations;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000378.xml;Chay1997_CalciumConcentration;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000379.xml;DallaMan2007_MealModel_GlucoseInsulinSystem;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000380.xml;Smallbone2011_TrehaloseBiosynthesis;16;11;4;4;0;8192;2640;0;0;0;0;0;0;0;[0, 6, 4, 1, 0, 0, 0, 0, 0];0;0,006000042;0,249000072;;1,827387571
BIOMD0000000381.xml;Maree2006_DuCa_Type1DiabetesModel;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000382.xml;Sturis1991_InsulinGlucoseModel_UltradianOscillation;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000383.xml;Arnold2011_Farquhar1980_RuBisCO-CalvinCycle;6;4;1;1;0;16;14;0;0;0;0;0;0;0;[0, 2, 0, 2, 0, 0, 0, 0, 0];0;0,000999928;0,003999949;;0,010667562
BIOMD0000000384.xml;Arnold2011_Medlyn2002_RuBisCO-CalvinCycle;6;4;1;1;0;16;13;0;0;0;0;0;0;0;[0, 2, 0, 2, 0, 0, 0, 0, 0];0;0,001000166;0,003000021;;0,010008335
BIOMD0000000385.xml;Arnold2011_Schultz2003_RuBisCO-CalvinCycle;6;4;1;1;0;16;13;0;0;0;0;0;0;0;[0, 2, 0, 2, 0, 0, 0, 0, 0];0;0,000999928;0,003000021;;0,009768009
BIOMD0000000386.xml;Arnold2011_Sharkey2007_RuBisCO-CalvinCycle;6;4;1;1;0;16;13;0;0;0;0;0;0;0;[0, 2, 0, 2, 0, 0, 0, 0, 0];0;0,001999855;0,003999949;;0,00999999
BIOMD0000000387.xml;Arnold2011_Damour2007_RuBisCO-CalvinCycle;7;4;1;1;0;32;26;0;0;0;0;0;0;0;[0, 2, 0, 2, 0, 0, 0, 0, 0];0;0,000999928;0,003999949;;0,011726618
BIOMD0000000388.xml;Arnold2011_Zhu2009_CalvinCycle;8;7;1;1;0;16;12;0;0;0;0;0;0;0;[0, 5, 2, 0, 0, 0, 0, 0, 0];0;0,001999855;0,003000021;;0,01128459
BIOMD0000000389.xml;Arnold2011_Hahn1986_CalvinCycle_Starch_Sucrose;22;21;1;1;0;32768;5400;0;0;0;0;0;0;0;[0, 9, 12, 0, 0, 0, 0, 0, 0];0;0,000999928;5,032999992;;14,91620898
BIOMD0000000390.xml;Arnold2011_Giersch1990_CalvinCycle;11;8;1;1;0;1024;300;0;0;0;0;0;0;0;[0, 1, 6, 1, 0, 0, 0, 0, 0];0;0,002000093;0,012000084;;0,157919407
BIOMD0000000391.xml;Arnold2011_Poolman2000_CalvinCycle_Starch;22;32;2;2;0;1024;528;0;0;0;0;0;0;0;[0, 19, 11, 2, 0, 0, 0, 0, 0];0;0,007999897;0,018999815;;0,446084023
BIOMD0000000392.xml;Arnold2011_Laisk2006_CalvinCycle_Starch_Sucrose;53;49;124;46;78;20834;115;26;72;6;0;0;0;0,302684784;[1, 24, 21, 3, 0, 0, 0, 0, 0];0;0,006999969;34,71099997;;75,4956305
BIOMD0000000393.xml;Arnold2011_Zhu2007_CalvinCycle_Starch_Sucrose_Photorespiration;58;54;12;8;4;36435;0;4;4;0;0;0;0;0,006665707;[0, 26, 28, 0, 0, 0, 0, 0, 0];0;0,006999969;41,29500008;;81,90523601
BIOMD0000000394.xml;Sivakumar2011 - EGF Receptor Signaling Pathway;23;19;256;256;0;43466;21815;0;0;0;0;0;0;0,001999855;[0, 16, 3, 0, 0, 0, 0, 0, 0];0;0,006999969;10,64199996;;26,36552358
BIOMD0000000395.xml;Sivakumar2011 - Hedgehog Signaling Pathway;23;21;20;16;4;43197;1750;3;4;0;0;0;0;0,005997658;[0, 13, 8, 0, 0, 0, 0, 0, 0];0;0,005000114;12,52199984;;28,90183282
BIOMD0000000396.xml;Sivakumar2011 - Notch Signaling Pathway;36;30;112;84;28;50000;4467;7;28;0;0;0;0;0,05090189;[0, 20, 9, 0, 1, 0, 0, 0, 0];0;0,006000042;21,67199993;;47,01989865
BIOMD0000000397.xml;Sivakumar2011_WntSignalingPathway;50;55;2016;1344;672;28142;188;8;672;0;0;0;0;1,692416668;[0, 30, 23, 0, 2, 0, 0, 0, 0];0;0,04399991;26,31099987;;69,15436244
BIOMD0000000398.xml;Sivakumar2011_NeuralStemCellDifferentiation_Crosstalk;27;24;48;48;0;50000;8696;0;0;0;0;0;0;0,001000166;[0, 17, 7, 0, 0, 0, 0, 0, 0];0;0,005999804;12,44300008;;31,61185265
BIOMD0000000399.xml;Jenkinson2011_EGF_MAPK;100;242;1024;218;806;50000;2610;21;630;176;0;0;0;5,508172274;[1, 141, 100, 0, 0, 0, 0, 0, 0];0,21875;0,045000076;29,57700014;;177,8630753
BIOMD0000000400.xml;Cooling2007_IP3transients_CardiacMyocyte;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000401.xml;Ayati2010_BoneRemodelingDynamics_NormalCondition;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000402.xml;Ayati2010_BoneRemodelingDynamics_WithTumour;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000403.xml;Ayati2010_BoneRemodelingDynamics_WithTumour+DrugTreatment;;;1;1;0;;;;;;;;;;[0, 0, 0, 0, 0, 0, 0, 0, 0];;;;;
BIOMD0000000404.xml;Bray1993_chemotaxis;29;60;1803;130;1673;13920;1024;8;755;775;143;0;0;4,864935398;[0, 31, 29, 0, 0, 0, 0, 0, 0];0,015625;0,041999817;1,786999941;;24,1379993
BIOMD0000000405.xml;Cookson2011_EnzymaticQueueingCoupling;6;8;4;2;2;10;4;2;2;0;0;0;0;0,003001451;[2, 4, 2, 0, 0, 0, 0, 0, 0];0;0,004999876;0,003999949;;0,017598867
BIOMD0000000406.xml;Moriya2011_CellCycle_FissionYeast;49;55;64;64;0;50000;50000;0;0;0;0;0;0;0,002000093;[0, 51, 4, 0, 0, 0, 0, 0, 0];0;0,011000156;17,28600001;;55,69013524
BIOMD0000000407.xml;Schliemann2011_TNF_ProAntiApoptosis;47;103;8;1;7;32;1;8;7;0;0;0;0;0,029695988;[23, 65, 13, 2, 0, 0, 0, 0, 0];0;0,007999897;0,00999999;;0,12368536
BIOMD0000000408.xml;Hettling2011_CreatineKinase;10;18;21;12;9;20;12;3;9;0;0;0;0;0,01229763;[0, 12, 6, 0, 0, 0, 0, 0, 0];0;0,004999876;0,004999876;;0,037915945
BIOMD0000000409.xml;Queralt2006_MitoticExit_Cdc55DownregulationBySeparase;24;49;16;16;0;64;64;0;0;0;0;0;0;0,001000881;[1, 41, 7, 0, 0, 0, 0, 0, 0];0;0,005000114;0,006000042;;0,077584743
BIOMD0000000410.xml;Wegner2012_TGFbetaSignalling_FeedbackLoops;53;125;50000;2;49998;2455;2;64;424;1057;1008;230;0;timeout;[12, 80, 33, 0, 0, 0, 0, 0, 0];0;17,33700013;20,898;;336,5875478
BIOMD0000000411.xml;Heiland2012_CircadianClock_C.reinhardtii;10;13;1;1;0;2;2;0;0;0;0;0;0;0;[0, 12, 1, 0, 0, 0, 0, 0, 0];0;0,002000093;0,006000042;;0,014000416
BIOMD0000000412.xml;Pokhilko2012_CircClock_RepressilatorFeedbackloop;79;57;1;1;0;50000;50000;0;0;0;0;0;0;0;[0, 55, 2, 0, 0, 0, 0, 0, 0];0;0,001000166;31,18400002;;78,29304767
BIOMD0000000413.xml;Band2012_DII-Venus_FullModel;5;9;3;2;1;4;2;3;1;0;0;0;0;0,001998425;[2, 5, 2, 0, 0, 0, 0, 0, 0];0;0,003999949;0,003000021;;0,026193857
BIOMD0000000414.xml;Band2012_DII-Venus_ReducedModel;1;3;1;1;0;1;1;0;0;0;0;0;0;0;[1, 2, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,003000021;;0,009002209
BIOMD0000000415.xml;Mellor2012_LipooxygenasePathway;10;5;1;1;0;128;128;0;0;0;0;0;0;0;[0, 5, 0, 0, 0, 0, 0, 0, 0];0;0,002000093;0,003999949;;0,023379326
BIOMD0000000416.xml;Muraro2011_Cytokinin-Auxin_CrossRegulation;32;20;1;1;0;4096;4096;0;0;0;0;0;0;0;[20, 0, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,059000015;;1,702990055
BIOMD0000000417.xml;Ratushny2012_NF;1;2;1;1;0;1;1;0;0;0;0;0;0;0;[1, 1, 0, 0, 0, 0, 0, 0, 0];0;0,001999855;0,002000093;;0,00899601
BIOMD0000000418.xml;Ratushny2012_SPF;1;2;1;1;0;1;1;0;0;0;0;0;0;0;[1, 1, 0, 0, 0, 0, 0, 0, 0];0;0,003000021;0,002000093;;0,008000135
